loan_id,member_id,home_ownership, annual_inc ,loan_status, loan_amnt ,term,int_rate,cibil_score,inq_last_6mths,age,emp_length,marital,job
481900,612938,RENT," $78,000 ",Fully Paid," $25,000 ", 36 months,10.62%,759,0,29,1,married,fixed
481901,612939,MORTGAGE," $57,000 ",Fully Paid," $13,000 ", 36 months,15.33%,679,2,33,1,married,fixed
481921,612966,MORTGAGE," $181,000 ",Fully Paid," $20,000 ", 36 months,13.85%,694,2,30,8,married,fixed
481924,612969,RENT," $37,000 ",Fully Paid," $15,000 ", 36 months,10.25%,744,2,27,5,married,fixed
481938,612985,OWN," $12,000 ",Fully Paid," $4,750 ", 36 months,7.14%,764,1,25,5,married,fixed
481943,612991,RENT," $55,000 ",Fully Paid," $7,000 ", 36 months,7.88%,724,2,25,0,single,partime
481972,613022,MORTGAGE," $215,000 ",Fully Paid," $15,000 ", 36 months,10.99%,754,0,31,4,married,freelance
482011,460036,MORTGAGE," $45,000 ",Fully Paid," $1,275 ", 36 months,11.36%,694,1,35,2,married,fixed
482019,613085,RENT," $50,000 ",Fully Paid," $19,000 ", 36 months,10.99%,729,0,24,8,married,freelance
482049,613130,OWN," $85,000 ",Charged Off," $15,000 ", 36 months,15.33%,684,2,22,2,single,partime
482059,613124,RENT," $40,000 ",Fully Paid," $4,200 ", 36 months,7.51%,744,2,28,15,married,others
482071,613155,MORTGAGE," $23,000 ",Fully Paid," $7,000 ", 36 months,14.96%,674,3,37,23,married,fixed
482076,613163,MORTGAGE," $90,000 ",Fully Paid," $12,000 ", 36 months,12.73%,699,3,23,1,married,fixed
482079,613170,MORTGAGE," $51,000 ",Fully Paid," $3,600 ", 36 months,7.14%,749,3,23,5,married,fixed
482101,613204,RENT," $26,400 ",Fully Paid," $10,000 ", 36 months,10.25%,724,3,25,5,married,fixed
482131,613248,MORTGAGE," $72,500 ",Fully Paid," $4,000 ", 36 months,10.25%,714,0,28,0,married,fixed
482132,613253,RENT," $34,819 ",Fully Paid," $16,800 ", 36 months,10.99%,724,0,23,1,married,fixed
482133,613254,RENT," $64,000 ",Fully Paid," $13,000 ", 36 months,13.11%,709,3,32,4,single,fixed
482139,613267,RENT," $57,000 ",Fully Paid," $2,000 ", 36 months,11.36%,689,1,25,2,single,freelance
482155,613293,RENT," $48,880 ",Fully Paid," $5,500 ", 36 months,10.99%,699,0,25,2,single,fixed
482197,613364,OWN," $87,000 ",Fully Paid," $15,000 ", 36 months,13.11%,694,1,30,4,single,freelance
482198,613366,MORTGAGE," $420,000 ",Fully Paid," $8,000 ", 36 months,12.73%,704,1,24,0,married,freelance
482205,613384,RENT," $70,000 ",Fully Paid," $10,000 ", 36 months,10.99%,714,0,24,5,single,freelance
482229,613418,OWN," $69,000 ",Charged Off," $20,500 ", 36 months,20.90%,664,1,20,14,married,freelance
482256,613460,RENT," $58,033 ",Fully Paid," $8,000 ", 36 months,10.62%,764,1,23,3,married,fixed
482269,613478,MORTGAGE," $99,000 ",Fully Paid," $24,000 ", 36 months,11.36%,734,0,23,12,single,partime
482296,613511,MORTGAGE," $216,000 ",Fully Paid," $20,000 ", 36 months,14.22%,694,0,30,1,married,fixed
482297,613512,RENT," $21,900 ",Fully Paid," $9,500 ", 36 months,14.59%,694,1,24,4,married,fixed
482319,613536,OWN," $25,000 ",Fully Paid," $10,750 ", 36 months,14.22%,679,0,26,8,married,fixed
482352,613584,MORTGAGE," $62,000 ",Fully Paid," $3,600 ", 36 months,7.14%,734,1,24,37,married,fixed
482355,613587,RENT," $13,000 ",Fully Paid," $4,000 ", 36 months,9.88%,734,3,27,3,married,fixed
482362,613595,OWN," $130,000 ",Fully Paid," $25,000 ", 36 months,16.07%,699,0,26,5,married,fixed
482368,613602,MORTGAGE," $41,000 ",Fully Paid," $10,000 ", 36 months,14.96%,689,0,24,0,married,fixed
482375,613612,MORTGAGE," $44,450 ",Fully Paid," $21,250 ", 36 months,13.48%,704,0,34,3,married,fixed
482398,613639,MORTGAGE," $109,000 ",Fully Paid," $15,000 ", 36 months,10.25%,749,2,29,0,single,fixed
482400,613647,RENT," $54,000 ",Fully Paid," $5,400 ", 36 months,7.88%,729,0,24,8,single,fixed
482435,613702,MORTGAGE," $38,000 ",Fully Paid," $15,000 ", 36 months,10.99%,719,2,27,14,married,fixed
482437,613705,RENT," $43,000 ",Fully Paid," $9,000 ", 36 months,13.85%,699,1,40,9,married,freelance
482465,613737,MORTGAGE," $35,000 ",Fully Paid," $12,000 ", 36 months,13.11%,694,2,31,3,single,fixed
482485,388087,RENT," $48,000 ",Fully Paid," $3,200 ", 36 months,15.70%,684,0,48,14,married,freelance
482505,613785,RENT," $45,760 ",Fully Paid," $12,000 ", 36 months,16.07%,684,3,25,2,married,fixed
482508,613789,MORTGAGE," $95,000 ",Fully Paid," $5,000 ", 36 months,7.88%,734,0,22,4,married,freelance
482512,613793,MORTGAGE," $96,000 ",Fully Paid," $15,000 ", 36 months,14.96%,679,1,23,5,single,partime
482550,379219,RENT," $25,000 ",Fully Paid," $2,000 ", 36 months,13.11%,719,0,23,6,single,fixed
482555,613852,RENT," $36,000 ",Fully Paid," $6,000 ", 36 months,13.48%,684,1,39,8,single,fixed
482564,613862,RENT," $45,000 ",Fully Paid," $5,600 ", 36 months,11.36%,714,0,26,2,married,fixed
482569,613868,RENT," $66,000 ",Fully Paid," $16,000 ", 36 months,16.07%,699,0,24,8,married,fixed
482570,613869,RENT," $36,000 ",Fully Paid," $8,000 ", 36 months,15.33%,664,2,24,3,single,fixed
482572,613867,MORTGAGE," $66,000 ",Fully Paid," $13,000 ", 36 months,10.25%,744,4,26,5,married,fixed
482590,613900,OWN," $37,200 ",Charged Off," $4,000 ", 36 months,17.19%,669,0,28,3,married,fixed
482613,613914,RENT," $78,500 ",Fully Paid," $12,000 ", 36 months,10.99%,734,1,26,4,married,others
482615,613916,RENT," $39,600 ",Fully Paid," $7,000 ", 36 months,14.96%,684,1,22,4,married,fixed
482640,613972,RENT," $24,000 ",Charged Off," $3,000 ", 36 months,7.51%,729,0,26,4,married,fixed
482644,613980,MORTGAGE," $70,000 ",Fully Paid," $10,000 ", 36 months,10.99%,709,2,38,5,married,fixed
482669,614014,RENT," $103,000 ",Fully Paid," $24,250 ", 36 months,15.70%,689,0,24,6,married,freelance
482672,614019,MORTGAGE," $75,873 ",Fully Paid," $1,200 ", 36 months,10.25%,704,1,22,5,married,fixed
482673,614024,RENT," $25,200 ",Fully Paid," $8,000 ", 36 months,12.73%,689,0,25,14,married,fixed
482680,614036,RENT," $72,000 ",Charged Off," $25,000 ", 36 months,15.33%,704,0,32,7,married,fixed
482681,614038,RENT," $35,000 ",Fully Paid," $10,000 ", 36 months,14.96%,679,1,22,6,married,partime
482700,614071,MORTGAGE," $88,000 ",Fully Paid," $1,000 ", 36 months,13.48%,679,1,22,2,married,fixed
482706,614085,MORTGAGE," $98,000 ",Fully Paid," $24,250 ", 36 months,15.33%,689,2,26,7,married,fixed
482715,614097,RENT," $30,400 ",Fully Paid," $10,000 ", 36 months,15.70%,674,0,22,2,married,fixed
482719,614102,MORTGAGE," $200,000 ",Charged Off," $9,000 ", 36 months,7.88%,739,2,50,3,single,fixed
482728,614116,RENT," $15,600 ",Fully Paid," $7,000 ", 36 months,7.51%,734,0,27,4,married,fixed
482734,614128,RENT," $42,000 ",Fully Paid," $3,000 ", 36 months,10.25%,714,0,28,3,married,fixed
482763,614165,RENT," $48,000 ",Charged Off," $25,000 ", 36 months,14.59%,719,2,22,3,married,fixed
482794,614209,RENT," $39,312 ",Fully Paid," $10,000 ", 36 months,15.70%,664,0,24,0,single,freelance
482832,614262,MORTGAGE," $145,000 ",Fully Paid," $20,000 ", 36 months,11.36%,724,1,61,30,married,partime
482840,614278,MORTGAGE," $60,000 ",Fully Paid," $12,000 ", 36 months,13.11%,689,0,35,3,married,fixed
482874,614321,MORTGAGE," $79,000 ",Fully Paid," $11,000 ", 36 months,13.11%,694,0,34,14,married,fixed
482876,614325,OWN," $75,000 ",Fully Paid," $8,500 ", 36 months,11.36%,699,0,23,3,married,fixed
482888,614353,RENT," $167,000 ",Fully Paid," $22,000 ", 36 months,10.99%,759,0,25,14,married,freelance
482894,614364,RENT," $24,000 ",Charged Off," $15,000 ", 36 months,12.73%,724,1,26,4,married,fixed
482902,614381,RENT," $120,000 ",Fully Paid," $24,000 ", 36 months,20.16%,669,0,32,2,married,fixed
482918,614411,RENT," $135,000 ",Fully Paid," $25,000 ", 36 months,11.36%,729,0,30,17,married,freelance
482937,614439,RENT," $36,417 ",Charged Off," $7,000 ", 36 months,14.96%,664,1,35,0,married,fixed
482938,614443,MORTGAGE," $110,000 ",Fully Paid," $23,800 ", 36 months,10.25%,774,2,27,5,married,fixed
482969,614498,RENT," $51,000 ",Fully Paid," $6,000 ", 36 months,17.19%,669,0,23,2,married,freelance
482978,614511,MORTGAGE," $99,500 ",Fully Paid," $25,000 ", 36 months,15.70%,719,0,24,40,married,fixed
482986,614523,MORTGAGE," $97,000 ",Fully Paid," $4,800 ", 36 months,6.76%,789,0,21,2,single,fixed
482996,614535,RENT," $96,600 ",Fully Paid," $16,750 ", 36 months,10.62%,729,2,36,0,married,fixed
483020,614566,RENT," $81,972 ",Fully Paid," $18,000 ", 36 months,10.99%,719,0,36,6,married,fixed
483025,614573,MORTGAGE," $31,200 ",Fully Paid," $1,000 ", 36 months,14.59%,684,0,23,NA,married,fixed
483056,614620,RENT," $79,000 ",Fully Paid," $25,000 ", 36 months,15.33%,699,0,22,2,married,freelance
483058,614622,RENT," $90,000 ",Fully Paid," $7,500 ", 36 months,14.96%,669,0,28,35,married,fixed
483079,614652,RENT," $83,976 ",Charged Off," $10,000 ", 36 months,13.85%,724,2,24,4,married,fixed
483080,614655,RENT," $16,000 ",Fully Paid," $5,000 ", 36 months,16.45%,679,0,22,15,married,partime
483084,614657,RENT," $42,000 ",Charged Off," $8,000 ", 36 months,13.85%,679,1,23,4,single,fixed
483090,614667,OWN," $55,200 ",Fully Paid," $4,000 ", 36 months,11.36%,689,0,23,NA,married,freelance
483096,614673,RENT," $24,000 ",Fully Paid," $10,000 ", 36 months,10.99%,714,2,25,2,married,fixed
483102,614681,RENT," $48,000 ",Charged Off," $4,000 ", 36 months,12.73%,724,0,45,3,married,others
483108,613812,RENT," $34,000 ",Fully Paid," $12,000 ", 36 months,14.96%,689,0,30,3,married,fixed
483110,614690,RENT," $30,000 ",Fully Paid," $1,500 ", 36 months,16.82%,664,0,24,6,single,partime
483129,614716,RENT," $50,000 ",Charged Off," $16,000 ", 36 months,13.48%,699,1,23,1,married,freelance
483174,614785,MORTGAGE," $58,571 ",Fully Paid," $11,000 ", 36 months,7.88%,744,0,22,2,married,fixed
483206,614845,RENT," $130,000 ",Fully Paid," $3,000 ", 36 months,14.22%,669,0,34,22,married,fixed
483207,614846,RENT," $52,500 ",Fully Paid," $22,500 ", 36 months,14.96%,724,0,31,18,married,fixed
483229,614889,MORTGAGE," $62,000 ",Fully Paid," $5,000 ", 36 months,10.25%,719,2,23,4,married,fixed
483238,614899,RENT," $40,000 ",Fully Paid," $8,000 ", 36 months,10.25%,719,0,23,1,married,freelance
483247,614909,MORTGAGE," $98,784 ",Fully Paid," $10,000 ", 36 months,9.88%,724,1,25,4,married,fixed
483261,614929,MORTGAGE," $65,000 ",Fully Paid," $8,000 ", 36 months,7.14%,779,0,25,2,widow,fixed
483262,614933,RENT," $58,000 ",Charged Off," $5,000 ", 36 months,11.36%,689,1,50,0,married,fixed
483303,614990,RENT," $40,000 ",Fully Paid," $5,000 ", 36 months,14.59%,694,1,25,4,single,fixed
483312,614996,RENT," $47,515 ",Fully Paid," $3,200 ", 36 months,15.70%,674,0,32,4,married,freelance
483317,530068,RENT," $36,000 ",Fully Paid," $5,000 ", 36 months,13.48%,709,0,26,3,married,fixed
483320,615011,RENT," $45,000 ",Fully Paid," $5,000 ", 36 months,11.36%,689,1,32,10,single,fixed
483328,615021,RENT," $90,000 ",Fully Paid," $9,800 ", 36 months,15.70%,669,1,24,0,married,fixed
483343,615041,RENT," $35,000 ",Charged Off," $4,000 ", 36 months,15.33%,669,1,25,12,widow,others
483352,615050,OWN," $56,700 ",Fully Paid," $11,000 ", 36 months,10.62%,784,0,23,5,married,fixed
483386,615095,MORTGAGE," $116,000 ",Fully Paid," $5,000 ", 36 months,10.25%,709,0,47,2,married,fixed
483399,615113,OWN," $30,000 ",Charged Off," $12,000 ", 36 months,11.36%,709,3,28,0,married,partime
483418,615148,MORTGAGE," $17,400 ",Fully Paid," $1,000 ", 36 months,11.36%,719,1,43,5,married,fixed
483424,615158,RENT," $41,000 ",Charged Off," $5,000 ", 36 months,7.88%,724,0,35,14,single,fixed
483469,615224,RENT," $50,000 ",Fully Paid," $10,000 ", 36 months,7.88%,759,1,24,0,married,freelance
483485,615249,MORTGAGE," $216,000 ",Fully Paid," $25,000 ", 36 months,16.07%,749,2,27,6,married,freelance
483508,615293,MORTGAGE," $96,000 ",Fully Paid," $12,000 ", 36 months,9.88%,734,1,23,2,married,fixed
483549,615360,RENT," $130,000 ",Fully Paid," $6,600 ", 36 months,17.93%,664,3,23,1,married,fixed
483565,615376,MORTGAGE," $60,000 ",Fully Paid," $5,000 ", 36 months,16.45%,694,3,25,1,married,fixed
483568,615383,OWN," $100,000 ",Fully Paid," $5,000 ", 36 months,7.14%,769,0,30,2,single,fixed
483581,615397,MORTGAGE," $60,000 ",Fully Paid," $12,500 ", 36 months,13.11%,699,1,25,2,married,freelance
483590,615413,RENT," $14,400 ",Fully Paid," $4,800 ", 36 months,10.62%,744,1,34,6,separated,freelance
483643,615500,RENT," $58,000 ",Fully Paid," $20,000 ", 36 months,13.11%,719,0,30,5,married,freelance
483645,615502,MORTGAGE," $75,181 ",Fully Paid," $6,000 ", 36 months,7.51%,744,0,28,8,married,fixed
483670,615544,OWN," $53,000 ",Fully Paid," $3,350 ", 36 months,6.76%,759,0,24,10,married,freelance
483674,615550,MORTGAGE," $95,000 ",Fully Paid," $20,000 ", 36 months,10.62%,734,0,22,5,married,fixed
483682,615565,RENT," $50,600 ",Fully Paid," $12,000 ", 36 months,13.48%,699,1,32,2,married,freelance
483697,615590,RENT," $72,000 ",Fully Paid," $19,000 ", 36 months,10.99%,734,1,23,8,married,freelance
483722,615626,OWN," $44,894 ",Fully Paid," $3,600 ", 36 months,7.88%,719,3,34,3,married,partime
483747,419608,RENT," $19,200 ",Fully Paid," $7,000 ", 36 months,16.82%,669,0,24,3,married,fixed
483748,615660,MORTGAGE," $62,400 ",Fully Paid," $2,000 ", 36 months,10.99%,694,1,38,5,widow,fixed
483785,615712,MORTGAGE," $70,000 ",Fully Paid," $3,000 ", 36 months,7.51%,749,4,23,23,married,fixed
483787,615716,MORTGAGE," $60,000 ",Fully Paid," $6,000 ", 36 months,13.11%,689,2,41,7,married,freelance
483797,615728,MORTGAGE," $125,000 ",Charged Off," $15,000 ", 36 months,10.25%,739,0,24,12,married,fixed
483804,615737,MORTGAGE," $57,000 ",Fully Paid," $6,000 ", 36 months,12.73%,689,0,23,3,married,freelance
483825,615777,RENT," $40,000 ",Late (31-120 days)," $10,000 ", 36 months,11.36%,734,0,28,9,married,fixed
483827,615782,MORTGAGE," $135,000 ",Fully Paid," $25,000 ", 36 months,16.07%,684,0,28,4,married,freelance
483865,615829,RENT," $36,000 ",Fully Paid," $3,525 ", 36 months,14.59%,664,0,49,4,single,partime
483880,615859,MORTGAGE," $59,000 ",Fully Paid," $3,500 ", 36 months,10.99%,699,1,24,0,separated,fixed
483946,615947,RENT," $28,800 ",Fully Paid," $5,000 ", 36 months,13.11%,704,0,22,3,married,fixed
483962,615973,MORTGAGE," $180,000 ",Charged Off," $25,000 ", 36 months,16.45%,689,1,28,3,married,fixed
483968,615984,MORTGAGE," $25,000 ",Fully Paid," $1,600 ", 36 months,11.36%,704,2,33,4,widow,fixed
483973,615993,RENT," $235,000 ",Charged Off," $25,000 ", 36 months,18.30%,674,1,24,16,married,freelance
483989,616029,MORTGAGE," $40,000 ",Fully Paid," $4,000 ", 36 months,12.73%,699,3,26,15,married,others
484006,616049,RENT," $35,000 ",Fully Paid," $12,500 ", 36 months,14.22%,714,0,28,18,married,freelance
484007,616051,RENT," $31,404 ",Fully Paid," $5,000 ", 36 months,7.51%,739,2,22,3,married,freelance
484016,535392,RENT," $45,000 ",Fully Paid," $12,000 ", 36 months,7.88%,759,1,32,14,married,freelance
484033,616092,RENT," $58,000 ",Fully Paid," $6,400 ", 36 months,7.51%,749,2,25,4,single,partime
484041,616104,MORTGAGE," $87,000 ",Fully Paid," $25,000 ", 36 months,10.99%,739,3,37,7,single,fixed
484044,616108,RENT," $21,000 ",Fully Paid," $2,100 ", 36 months,7.88%,754,0,34,NA,married,fixed
484054,616130,MORTGAGE," $65,000 ",Fully Paid," $8,500 ", 36 months,7.51%,759,3,21,2,married,freelance
484062,616151,RENT," $75,000 ",Fully Paid," $12,000 ", 36 months,14.22%,684,0,23,0,single,partime
484070,616173,MORTGAGE," $87,000 ",Fully Paid," $15,000 ", 36 months,10.62%,734,2,25,2,single,freelance
484085,616222,MORTGAGE," $43,495 ",Fully Paid," $10,800 ", 36 months,10.99%,714,0,23,32,married,fixed
484100,616243,RENT," $29,120 ",Fully Paid," $7,200 ", 36 months,13.11%,699,0,23,5,married,fixed
484122,616275,MORTGAGE," $140,000 ",Fully Paid," $13,050 ", 36 months,14.59%,679,1,22,7,married,partime
484143,616325,MORTGAGE," $36,500 ",Fully Paid," $3,000 ", 36 months,14.96%,679,1,26,5,single,others
484146,616330,RENT," $71,000 ",Charged Off," $18,000 ", 36 months,15.33%,694,1,24,11,married,fixed
484212,616430,MORTGAGE," $70,000 ",Charged Off," $10,000 ", 36 months,10.25%,749,3,25,1,single,fixed
484222,616449,MORTGAGE," $52,800 ",Charged Off," $8,000 ", 36 months,15.70%,664,0,28,41,married,fixed
484239,616477,RENT," $48,800 ",Fully Paid," $15,000 ", 36 months,11.36%,714,3,37,9,married,fixed
484242,616476,MORTGAGE," $135,000 ",Fully Paid," $15,000 ", 36 months,13.85%,689,1,24,10,married,others
484286,616542,MORTGAGE," $113,200 ",Fully Paid," $24,250 ", 36 months,10.62%,799,0,25,1,married,fixed
484291,616541,RENT," $30,000 ",Fully Paid," $5,600 ", 36 months,7.14%,759,0,24,8,single,fixed
484298,616557,RENT," $49,296 ",Fully Paid," $5,000 ", 36 months,7.88%,729,0,22,12,married,fixed
484300,616559,OWN," $36,700 ",Fully Paid," $2,000 ", 36 months,7.51%,734,0,29,4,married,fixed
484321,491717,RENT," $40,440 ",Fully Paid," $5,500 ", 36 months,12.73%,689,0,25,0,single,fixed
484323,616593,MORTGAGE," $52,000 ",Fully Paid," $4,800 ", 36 months,6.39%,794,1,25,7,married,fixed
484339,616607,MORTGAGE," $57,000 ",Fully Paid," $10,000 ", 36 months,7.51%,759,1,28,0,single,fixed
484353,616634,RENT," $60,000 ",Fully Paid," $6,850 ", 36 months,7.14%,799,0,26,0,married,partime
484364,616661,MORTGAGE," $32,000 ",Fully Paid," $12,000 ", 36 months,7.88%,769,0,26,0,married,fixed
484369,616660,MORTGAGE," $45,000 ",Fully Paid," $3,250 ", 36 months,10.62%,709,3,29,11,married,fixed
484417,616749,RENT," $48,659 ",Fully Paid," $7,500 ", 36 months,10.99%,724,1,30,6,married,fixed
484430,616775,MORTGAGE," $115,000 ",Fully Paid," $6,300 ", 36 months,6.76%,779,1,24,2,single,partime
484473,616829,MORTGAGE," $68,553 ",Fully Paid," $15,000 ", 36 months,13.85%,689,3,45,5,married,partime
484482,616845,RENT," $45,000 ",Charged Off," $16,000 ", 36 months,11.36%,729,0,24,4,single,fixed
484483,616850,MORTGAGE," $62,000 ",Charged Off," $18,000 ", 36 months,10.25%,759,4,28,8,single,freelance
484540,531597,MORTGAGE," $75,000 ",Fully Paid," $14,400 ", 36 months,10.25%,724,0,24,43,single,partime
484543,616973,RENT," $55,000 ",Fully Paid," $8,000 ", 36 months,13.11%,689,0,29,17,married,freelance
484544,616974,MORTGAGE," $49,510 ",Fully Paid," $4,000 ", 36 months,10.62%,754,0,25,4,single,freelance
484564,617011,RENT," $48,000 ",Fully Paid," $8,000 ", 36 months,13.11%,684,1,26,3,married,freelance
484573,617022,OWN," $600,000 ",Fully Paid," $16,000 ", 36 months,10.25%,734,0,33,14,married,fixed
484580,617033,RENT," $55,000 ",Fully Paid," $5,000 ", 36 months,12.73%,689,0,29,1,single,fixed
484581,617035,MORTGAGE," $46,500 ",Charged Off," $8,500 ", 36 months,10.99%,714,2,27,2,married,partime
484582,617034,RENT," $38,304 ",Fully Paid," $12,000 ", 36 months,7.88%,749,0,23,6,married,partime
484589,617044,MORTGAGE," $120,000 ",Fully Paid," $4,700 ", 36 months,7.14%,769,0,22,0,married,freelance
484611,617078,RENT," $33,600 ",Fully Paid," $12,000 ", 36 months,11.36%,714,0,25,6,married,fixed
484624,617102,MORTGAGE," $39,000 ",Charged Off," $3,250 ", 36 months,7.14%,744,2,27,9,married,fixed
484627,617107,MORTGAGE," $69,000 ",Fully Paid," $18,000 ", 36 months,14.22%,684,0,40,11,single,partime
484664,617174,MORTGAGE," $85,000 ",Charged Off," $4,750 ", 36 months,13.11%,684,3,22,0,separated,freelance
484692,617211,RENT," $65,000 ",Fully Paid," $10,000 ", 36 months,14.96%,669,2,32,1,married,fixed
484699,617226,RENT," $91,000 ",Fully Paid," $25,000 ", 36 months,11.36%,729,0,23,17,married,freelance
484702,617229,RENT," $62,500 ",Fully Paid," $14,000 ", 36 months,10.25%,724,2,29,6,married,fixed
484728,617271,RENT," $41,000 ",Fully Paid," $6,500 ", 36 months,7.51%,749,1,33,4,married,partime
484753,617308,MORTGAGE," $36,000 ",Fully Paid," $7,800 ", 36 months,7.14%,794,0,22,3,married,fixed
484764,398393,MORTGAGE," $300,000 ",Fully Paid," $25,000 ", 36 months,15.33%,694,0,37,20,married,freelance
484771,617329,MORTGAGE," $100,000 ",Fully Paid," $15,000 ", 36 months,9.88%,759,0,22,1,married,others
484843,617447,RENT," $46,000 ",Fully Paid," $7,000 ", 36 months,10.25%,719,0,26,5,single,fixed
484846,602264,RENT," $60,495 ",Fully Paid," $6,000 ", 36 months,7.14%,764,0,23,3,married,freelance
484847,617450,OWN," $51,700 ",Fully Paid," $13,200 ", 36 months,7.51%,774,0,26,9,single,partime
484859,617473,RENT," $37,440 ",Fully Paid," $8,000 ", 36 months,10.99%,704,0,31,3,married,fixed
484881,617540,RENT," $26,000 ",Fully Paid," $4,000 ", 36 months,10.25%,759,0,38,18,married,freelance
484886,268788,MORTGAGE," $41,000 ",Fully Paid," $7,750 ", 36 months,9.88%,724,3,39,15,married,freelance
484894,617559,RENT," $185,000 ",Fully Paid," $25,000 ", 36 months,11.36%,729,0,35,0,married,fixed
484903,617584,RENT," $47,000 ",Fully Paid," $3,000 ", 36 months,10.25%,704,0,25,1,single,fixed
484981,617709,MORTGAGE," $90,000 ",Fully Paid," $10,000 ", 36 months,7.88%,744,1,25,0,married,fixed
484984,617717,RENT," $24,432 ",Fully Paid," $2,000 ", 36 months,11.36%,689,0,40,5,married,partime
485006,617757,MORTGAGE," $131,000 ",Fully Paid," $11,200 ", 36 months,10.25%,719,0,30,13,married,fixed
485032,617802,RENT," $14,400 ",Charged Off," $5,600 ", 36 months,14.59%,689,0,25,8,married,partime
485035,617799,RENT," $50,000 ",Fully Paid," $14,000 ", 36 months,9.88%,744,1,27,14,married,fixed
485037,617800,RENT," $47,500 ",Fully Paid," $3,000 ", 36 months,6.76%,749,1,43,2,married,fixed
485040,617807,MORTGAGE," $200,000 ",Fully Paid," $21,600 ", 36 months,13.11%,714,0,27,2,married,others
485051,617827,MORTGAGE," $60,000 ",Charged Off," $12,000 ", 36 months,13.48%,689,3,30,1,married,freelance
485070,617858,MORTGAGE," $60,000 ",Fully Paid," $5,000 ", 36 months,13.48%,684,0,32,43,married,fixed
485072,617861,MORTGAGE," $40,000 ",Fully Paid," $12,000 ", 36 months,9.88%,759,3,39,0,married,fixed
485083,617880,RENT," $36,000 ",Fully Paid," $14,500 ", 36 months,9.88%,744,0,30,3,single,fixed
485096,617900,MORTGAGE," $104,000 ",Fully Paid," $11,000 ", 36 months,13.11%,689,0,23,14,married,fixed
485098,617902,RENT," $49,000 ",Fully Paid," $25,000 ", 36 months,10.99%,739,1,25,8,widow,others
485099,617894,MORTGAGE," $64,300 ",Fully Paid," $14,000 ", 36 months,15.33%,669,3,37,5,married,fixed
485101,617906,OWN," $75,000 ",Fully Paid," $12,500 ", 36 months,15.33%,679,0,26,9,married,freelance
485111,617922,RENT," $65,000 ",Fully Paid," $20,000 ", 36 months,10.25%,759,0,34,10,married,freelance
485122,617939,MORTGAGE," $160,670 ",Fully Paid," $8,000 ", 36 months,11.36%,709,1,26,2,married,freelance
485184,618035,RENT," $63,000 ",Charged Off," $3,000 ", 36 months,14.59%,669,0,21,2,married,fixed
485185,461527,MORTGAGE," $96,000 ",Fully Paid," $12,000 ", 36 months,12.73%,699,1,23,4,married,fixed
485205,618073,OWN," $32,400 ",Fully Paid," $3,000 ", 36 months,10.62%,809,6,26,25,married,partime
485234,618122,RENT," $52,300 ",Fully Paid," $10,800 ", 36 months,7.88%,744,0,21,14,separated,fixed
485240,618132,OWN," $250,000 ",Fully Paid," $15,000 ", 36 months,9.88%,759,1,29,3,married,fixed
485249,618144,RENT," $45,000 ",Fully Paid," $7,500 ", 36 months,12.73%,694,0,27,1,married,fixed
485273,618174,RENT," $68,648 ",Fully Paid," $5,000 ", 36 months,10.99%,724,1,27,1,married,fixed
485283,618187,MORTGAGE," $66,000 ",Fully Paid," $12,000 ", 36 months,7.51%,784,2,23,12,single,others
485291,618209,RENT," $80,000 ",Fully Paid," $21,000 ", 36 months,11.36%,724,0,23,10,married,fixed
485293,618211,RENT," $44,000 ",Fully Paid," $8,500 ", 36 months,11.36%,699,1,23,4,married,partime
485297,618217,RENT," $51,000 ",Charged Off," $7,000 ", 36 months,14.96%,674,0,28,26,married,partime
485301,618221,MORTGAGE," $66,000 ",Charged Off," $5,600 ", 36 months,14.22%,704,0,26,14,married,fixed
485310,618236,RENT," $24,000 ",Fully Paid," $2,400 ", 36 months,13.11%,699,3,22,0,married,freelance
485313,618244,MORTGAGE," $37,000 ",Fully Paid," $22,000 ", 36 months,12.73%,724,0,22,5,married,fixed
485314,618243,MORTGAGE," $95,000 ",Fully Paid," $15,000 ", 36 months,12.73%,704,0,52,14,single,partime
485334,618272,RENT," $45,000 ",Fully Paid," $10,000 ", 36 months,14.22%,684,1,25,5,married,fixed
485338,618278,MORTGAGE," $41,000 ",Fully Paid," $9,000 ", 36 months,9.88%,734,2,27,2,married,freelance
485350,618297,RENT," $47,000 ",Fully Paid," $5,000 ", 36 months,12.73%,689,1,31,5,married,freelance
485362,618316,MORTGAGE," $96,000 ",Fully Paid," $10,000 ", 36 months,10.99%,714,0,31,5,married,fixed
485374,618331,RENT," $19,200 ",Fully Paid," $6,000 ", 36 months,13.11%,694,1,22,3,married,fixed
485412,618413,OWN," $175,000 ",Fully Paid," $24,000 ", 36 months,12.73%,719,0,23,17,married,partime
485462,618463,RENT," $91,000 ",Fully Paid," $25,000 ", 36 months,14.96%,709,3,37,14,married,freelance
485471,618475,RENT," $120,000 ",Fully Paid," $25,000 ", 36 months,11.36%,729,1,31,2,married,freelance
485585,618650,RENT," $19,136 ",Fully Paid," $5,500 ", 36 months,17.93%,699,0,28,16,married,freelance
485610,618701,RENT," $50,000 ",Fully Paid," $13,000 ", 36 months,10.25%,754,1,35,6,married,freelance
485624,618725,OWN," $39,828 ",Fully Paid," $15,000 ", 36 months,10.99%,724,0,27,20,married,fixed
